=~=~=~=~=~=~=~=~=~=~=~=;PuTTY;log;2023.02.14;11:54:48;=~=~=~=~=~=~=~=~=~=~=~=
A0;A1;A2;;;
2.32;2.62;0.19;;;
;;;;;
2.32;2.61;0.19;;;
;;;;;
2.31;2.61;0.19;;;
;;;;;
2.32;2.61;0.19;;;
;;;;;
2.32;2.62;0.18;;;
;;;;;
2.32;2.61;0.19;;;
;;;;;
2.32;2.62;0.19;;;
;;;;;
2.32;2.61;0.19;;;
;;;;;
2.32;2.62;0.19;;;
;;;;;
2.32;2.61;0.19;;;
;;;;;
2.32;2.61;0.19;;;
;;;;;
2.31;2.61;0.19;;;
;;;;;
2.32;2.61;0.18;;;
;;;;;
2.31;2.61;0.19;;;
;;;;;
2.31;2.61;0.19;;;
;;;;;
2.31;2.61;0.19;;;
;;;;;
2.31;2.61;0.18;;;
;;;;;
2.31;2.61;0.18;;;
;;;;;
2.32;2.61;0.18;;;
;;;;;
2.31;2.61;0.19;;;
;;;;;
2.32;2.61;0.18;;;
;;;;;
2.31;2.61;0.18;;;
;;;;;
2.31;2.61;0.18;;;
;;;;;
2.31;2.61;0.18;;;
;;;;;
2.31;2.6;0.19;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.31;2.6;0.18;;;
;;;;;
2.31;2.61;0.18;;;
;;;;;
2.31;2.61;0.18;;;
;;;;;
2.31;2.61;0.18;;;
;;;;;
2.31;2.6;0.18;;;
;;;;;
2.31;2.6;0.18;;;
;;;;;
2.31;2.6;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.3;2.59;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.31;2.6;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.3;2.6;0.18;;;
;;;;;
2.3;2.59;0.18;;;
;;;;;
2.3;2.59;0.18;;;
;;;;;
2.3;2.59;0.18;;;
;;;;;
2.29;2.59;0.18;;;
;;;;;
2.29;2.59;0.18;;;
;;;;;
2.3;2.59;0.18;;;
;;;;;
2.3;2.59;0.18;;;
;;;;;
2.3;2.59;0.18;;;
;;;;;
2.29;2.59;0.18;;;
;;;;;
2.29;2.59;0.18;;;
;;;;;
2.29;2.59;0.18;;;
;;;;;
2.29;2.59;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.28;2.58;0.18;;;
;;;;;
2.28;2.58;0.18;;;
;;;;;
2.28;2.58;0.18;;;
;;;;;
2.28;2.58;0.18;;;
;;;;;
2.28;2.58;0.18;;;
;;;;;
2.28;2.58;0.18;;;
;;;;;
2.29;2.58;0.17;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.29;2.58;0.18;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.28;2.56;0.18;;;
;;;;;
2.28;2.57;0.17;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.28;2.57;0.17;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.28;2.57;0.18;;;
;;;;;
2.28;2.56;0.18;;;
;;;;;
2.28;2.56;0.18;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.18;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.55;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.27;2.55;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.27;2.55;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.56;0.17;;;
;;;;;
2.27;2.55;0.17;;;
;;;;;
2.27;2.55;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.26;2.54;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.26;2.54;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.26;2.54;0.17;;;
;;;;;
2.26;2.55;0.17;;;
;;;;;
2.26;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.26;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.25;2.54;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.25;2.53;0.17;;;
;;;;;
2.24;2.52;0.17;;;
;;;;;
2.24;2.52;0.17;;;
;;;;;
2.24;2.52;0.16;;;
;;;;;
2.24;2.52;0.17;;;
;;;;;
2.24;2.52;0.17;;;
;;;;;
2.24;2.53;0.17;;;
;;;;;
2.24;2.52;0.16;;;
;;;;;
2.25;2.53;0.16;;;
;;;;;
2.24;2.52;0.17;;;
;;;;;
2.24;2.52;0.16;;;
;;;;;
2.24;2.52;0.17;;;
;;;;;
2.24;2.52;0.16;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.24;2.52;0.16;;;
;;;;;
2.23;2.52;0.17;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.24;2.52;0.17;;;
;;;;;
2.24;2.52;0.16;;;
;;;;;
2.24;2.52;0.17;;;
;;;;;
2.24;2.51;0.17;;;
;;;;;
2.24;2.51;0.16;;;
;;;;;
2.24;2.51;0.17;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.23;2.51;0.17;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.23;2.51;0.17;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.23;2.51;0.16;;;
;;;;;
2.23;2.5;0.16;;;
;;;;;
2.23;2.5;0.17;;;
;;;;;
2.22;2.5;0.16;;;
;;;;;
2.23;2.5;0.17;;;
;;;;;
2.22;2.5;0.17;;;
;;;;;
2.22;2.5;0.16;;;
;;;;;
2.23;2.5;0.16;;;
;;;;;
2.23;2.5;0.16;;;
;;;;;
2.22;2.5;0.16;;;
;;;;;
2.23;2.5;0.16;;;
;;;;;
2.22;2.5;0.16;;;
;;;;;
2.22;2.5;0.16;;;
;;;;;
2.22;2.5;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.22;2.49;0.17;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.22;2.5;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.21;2.49;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.21;2.49;0.16;;;
;;;;;
2.21;2.49;0.16;;;
;;;;;
2.21;2.49;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.21;2.49;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.21;2.49;0.16;;;
;;;;;
2.22;2.49;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.2;2.48;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.21;2.48;0.16;;;
;;;;;
2.2;2.48;0.16;;;
;;;;;
2.2;2.48;0.16;;;
;;;;;
2.2;2.47;0.16;;;
;;;;;
2.2;2.47;0.16;;;
;;;;;
2.2;2.47;0.16;;;
;;;;;
2.2;2.47;0.16;;;
;;;;;
2.2;2.47;0.16;;;
;;;;;
2.2;2.47;0.16;;;
;;;;;
2.2;2.47;0.16;;;
;;;;;
2.2;2.47;0.15;;;
;;;;;
2.2;2.47;0.16;;;
;;;;;
2.2;2.47;0.15;;;
;;;;;
2.2;2.46;0.16;;;
;;;;;
2.2;2.46;0.15;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.2;2.47;0.15;;;
;;;;;
2.19;2.46;0.15;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.2;2.47;0.15;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.47;0.16;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.46;0.15;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.45;0.16;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.46;0.15;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.46;0.15;;;
;;;;;
2.19;2.46;0.16;;;
;;;;;
2.19;2.46;0.15;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.18;2.45;0.16;;;
;;;;;
2.18;2.45;0.16;;;
;;;;;
2.19;2.45;0.15;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.19;2.45;0.16;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.18;2.44;0.15;;;
;;;;;
2.18;2.44;0.16;;;
;;;;;
2.17;2.44;0.16;;;
;;;;;
2.17;2.44;0.16;;;
;;;;;
2.17;2.44;0.16;;;
;;;;;
2.18;2.44;0.15;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.18;2.45;0.15;;;
;;;;;
2.18;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.18;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.44;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.42;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.17;2.43;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.42;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.15;2.42;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.16;2.41;0.15;;;
;;;;;
2.15;2.41;0.15;;;
;;;;;
2.15;2.41;0.15;;;
;;;;;
2.15;2.4;0.15;;;
;;;;;
2.15;2.41;0.15;;;
;;;;;
2.15;2.4;0.15;;;
;;;;;
2.15;2.41;0.15;;;
;;;;;
2.15;2.4;0.14;;;
;;;;;
2.15;2.41;0.15;;;
;;;;;
2.15;2.41;0.15;;;
;;;;;
2.15;2.41;0.14;;;
;;;;;
2.15;2.4;0.15;;;
;;;;;
2.15;2.4;0.15;;;
;;;;;
2.15;2.4;0.15;;;
;;;;;
2.15;2.4;0.15;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.15;2.4;0.15;;;
;;;;;
2.14;2.4;0.15;;;
;;;;;
2.15;2.4;0.15;;;
;;;;;
2.15;2.4;0.14;;;
;;;;;
2.14;2.4;0.15;;;
;;;;;
2.15;2.4;0.14;;;
;;;;;
2.14;2.39;0.14;;;
;;;;;
2.14;2.39;0.14;;;
;;;;;
2.14;2.39;0.14;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.14;2.39;0.14;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.14;2.39;0.15;;;
;;;;;
2.14;2.39;0.14;;;
;;;;;
2.13;2.39;0.15;;;
;;;;;
2.13;2.38;0.14;;;
;;;;;
2.13;2.39;0.14;;;
;;;;;
2.13;2.38;0.15;;;
;;;;;
2.13;2.39;0.14;;;
;;;;;
2.13;2.39;0.15;;;
;;;;;
2.13;2.39;0.15;;;
;;;;;
2.13;2.39;0.14;;;
;;;;;
2.13;2.39;0.14;;;
;;;;;
2.13;2.38;0.14;;;
;;;;;
2.13;2.38;0.14;;;
;;;;;
2.13;2.38;0.14;;;
;;;;;
2.13;2.38;0.14;;;
;;;;;
2.12;2.38;0.15;;;
;;;;;
2.12;2.38;0.14;;;
;;;;;
2.12;2.38;0.14;;;
;;;;;
2.13;2.38;0.14;;;
;;;;;
2.12;2.38;0.15;;;
;;;;;
2.13;2.38;0.14;;;
;;;;;
2.12;2.38;0.14;;;
;;;;;
2.13;2.38;0.14;;;
;;;;;
2.12;2.38;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.11;2.37;0.14;;;
;;;;;
2.12;2.37;0.14;;;
;;;;;
2.11;2.37;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.12;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.37;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.35;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.1;2.36;0.14;;;
;;;;;
2.11;2.35;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.1;2.36;0.14;;;
;;;;;
2.11;2.36;0.14;;;
;;;;;
2.11;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.11;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.1;2.35;0.14;;;
;;;;;
2.09;2.34;0.14;;;
;;;;;
2.1;2.34;0.14;;;
;;;;;
2.09;2.34;0.14;;;
;;;;;
2.09;2.34;0.14;;;
;;;;;
2.1;2.34;0.14;;;
;;;;;
2.09;2.34;0.14;;;
;;;;;
2.1;2.34;0.14;;;
;;;;;
2.09;2.34;0.14;;;
;;;;;
2.09;2.34;0.14;;;
;;;;;
2.09;2.34;0.14;;;
;;;;;
2.09;2.34;0.13;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.09;2.33;0.14;;;
;;;;;
2.08;2.33;0.14;;;
;;;;;
2.08;2.33;0.13;;;
;;;;;
2.08;2.32;0.14;;;
;;;;;
2.08;2.33;0.14;;;
;;;;;
2.08;2.33;0.14;;;
;;;;;
2.08;2.32;0.14;;;
;;;;;
2.08;2.33;0.13;;;
;;;;;
2.08;2.33;0.14;;;
;;;;;
2.08;2.33;0.13;;;
;;;;;
2.08;2.33;0.13;;;
;;;;;
2.08;2.32;0.14;;;
;;;;;
2.08;2.32;0.14;;;
;;;;;
2.07;2.32;0.14;;;
;;;;;
2.08;2.32;0.14;;;
;;;;;
2.07;2.32;0.14;;;
;;;;;
2.08;2.32;0.13;;;
;;;;;
2.07;2.32;0.13;;;
;;;;;
2.08;2.32;0.13;;;
;;;;;
2.07;2.32;0.13;;;
;;;;;
2.08;2.32;0.13;;;
;;;;;
2.07;2.32;0.13;;;
;;;;;
2.08;2.31;0.14;;;
;;;;;
2.07;2.31;0.13;;;
;;;;;
2.07;2.31;0.13;;;
;;;;;
2.07;2.31;0.13;;;
;;;;;
2.07;2.3;0.13;;;
;;;;;
2.07;2.31;0.13;;;
;;;;;
2.07;2.31;0.13;;;
;;;;;
2.07;2.31;0.13;;;
;;;;;
2.07;2.31;0.13;;;
;;;;;
2.07;2.31;0.13;;;
;;;;;
2.07;2.31;0.14;;;
;;;;;
2.07;2.31;0.14;;;
;;;;;
2.06;2.3;0.13;;;
;;;;;
2.07;2.3;0.13;;;
;;;;;
2.06;2.3;0.13;;;
;;;;;
2.06;2.3;0.13;;;
;;;;;
2.06;2.3;0.13;;;
;;;;;
2.06;2.3;0.14;;;
;;;;;
2.06;2.3;0.13;;;
;;;;;
2.06;2.3;0.13;;;
;;;;;
2.06;2.3;0.13;;;
;;;;;
2.08;2.3;0.13;;;
;;;;;
2.06;2.3;0.13;;;
;;;;;
2.08;2.3;0.13;;;
;;;;;
2.07;2.29;0.13;;;
;;;;;
2.07;2.29;0.13;;;
;;;;;
2.06;2.29;0.13;;;
;;;;;
2.08;2.29;0.13;;;
;;;;;
2.08;2.3;0.13;;;
;;;;;
2.08;2.29;0.13;;;
;;;;;
2.08;2.3;0.13;;;
;;;;;
2.08;2.29;0.14;;;
;;;;;
2.08;2.29;0.13;;;
;;;;;
2.08;2.29;0.13;;;
;;;;;
2.07;2.29;0.13;;;
;;;;;
2.07;2.29;0.13;;;
;;;;;
2.08;2.28;0.13;;;
;;;;;
2.07;2.29;0.13;;;
;;;;;
2.07;2.29;0.13;;;
;;;;;
2.07;2.29;0.13;;;
;;;;;
2.08;2.29;0.13;;;
;;;;;
2.07;2.29;0.13;;;
;;;;;
2.08;2.29;0.13;;;
;;;;;
2.08;2.29;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.06;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.28;0.13;;;
;;;;;
2.07;2.27;0.13;;;
;;;;;
2.06;2.27;0.13;;;
;;;;;
2.07;2.27;0.13;;;
;;;;;
2.07;2.27;0.13;;;
;;;;;
2.07;2.27;0.13;;;
;;;;;
2.06;2.27;0.13;;;
;;;;;
2.05;2.27;0.13;;;
;;;;;
2.07;2.27;0.13;;;
;;;;;
2.07;2.27;0.13;;;
;;;;;
2.07;2.27;0.13;;;
;;;;;
2.07;2.27;0.13;;;
;;;;;
2.06;2.27;0.13;;;
;;;;;
2.06;2.27;0.13;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.06;2.27;0.13;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.06;2.26;0.12;;;
;;;;;
2.06;2.27;0.13;;;
;;;;;
2.06;2.27;0.13;;;
;;;;;
2.06;2.27;0.12;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.06;2.26;0.12;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.06;2.25;0.13;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.06;2.26;0.13;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.05;2.26;0.12;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.05;2.25;0.12;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.05;2.25;0.12;;;
;;;;;
2.05;2.25;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.12;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.05;2.24;0.12;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.24;0.12;;;
;;;;;
2.03;2.23;0.13;;;
;;;;;
2.04;2.24;0.13;;;
;;;;;
2.04;2.23;0.13;;;
;;;;;
2.03;2.23;0.13;;;
;;;;;
2.04;2.23;0.12;;;
;;;;;
2.04;2.23;0.13;;;
;;;;;
2.04;2.23;0.12;;;
;;;;;
2.03;2.23;0.12;;;
;;;;;
2.03;2.23;0.12;;;
;;;;;
2.03;2.23;0.12;;;
;;;;;
2.03;2.23;0.13;;;
;;;;;
2.03;2.23;0.12;;;
;;;;;
2.03;2.22;0.13;;;
;;;;;
2.03;2.22;0.12;;;
;;;;;
2.03;2.22;0.13;;;
;;;;;
2.03;2.23;0.13;;;
;;;;;
2.03;2.23;0.13;;;
;;;;;
2.03;2.22;0.12;;;
;;;;;
2.03;2.22;0.12;;;
;;;;;
2.03;2.22;0.12;;;
;;;;;
2.03;2.22;0.12;;;
;;;;;
2.03;2.22;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.03;2.22;0.13;;;
;;;;;
2.02;2.22;0.12;;;
;;;;;
2.03;2.22;0.12;;;
;;;;;
2.02;2.22;0.13;;;
;;;;;
2.03;2.21;0.12;;;
;;;;;
2.02;2.22;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.01;2.21;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.01;2.21;0.13;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.01;2.21;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.01;2.21;0.12;;;
;;;;;
2.02;2.21;0.12;;;
;;;;;
2.02;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.02;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.19;0.12;;;
;;;;;
2.01;2.19;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2.01;2.19;0.12;;;
;;;;;
2.01;2.19;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2.01;2.19;0.12;;;
;;;;;
2.01;2.2;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.18;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.18;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
2;2.19;0.12;;;
;;;;;
1.99;2.18;0.12;;;
;;;;;
1.99;2.18;0.12;;;
;;;;;
1.99;2.18;0.12;;;
;;;;;
1.99;2.18;0.12;;;
;;;;;
2;2.18;0.12;;;
;;;;;
1.99;2.18;0.12;;;
;;;;;
2;2.18;0.12;;;
;;;;;
1.99;2.18;0.11;;;
;;;;;
1.99;2.18;0.12;;;
;;;;;
2;2.18;0.12;;;
;;;;;
1.99;2.18;0.12;;;
;;;;;
1.99;2.17;0.12;;;
;;;;;
1.99;2.17;0.12;;;
;;;;;
1.99;2.17;0.12;;;
;;;;;
1.99;2.17;0.12;;;
;;;;;
1.99;2.17;0.12;;;
;;;;;
1.99;2.17;0.12;;;
;;;;;
1.99;2.17;0.11;;;
;;;;;
1.99;2.17;0.12;;;
;;;;;
1.99;2.17;0.12;;;
;;;;;
