=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.03.24 08:54:25 =~=~=~=~=~=~=~=~=~=~=~=
A0  A1  A2
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.33
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.33
 
0.31 0.07 0.33
 
0.32 0.07 0.34
 
0.31 0.07 0.33
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.33
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
