=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.16 11:51:52 =~=~=~=~=~=~=~=~=~=~=~=
23A0  A1  A2
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.56 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.56 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.29 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.02
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.55 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.28 0.03
 
0.54 0.27 0.03
 
0.56 0.28 0.03
 
0.64 0.28 0.03
 
0.81 0.28 0.03
 
1.04 0.28 0.03
 
1.28 0.28 0.03
 
1.51 0.28 0.04
 
1.67 0.28 0.05
 
1.82 0.28 0.06
 
1.94 0.28 0.07
 
2.04 0.28 0.09
 
2.13 0.29 0.10
 
2.19 0.30 0.12
 
2.26 0.32 0.14
 
2.31 0.34 0.15
 
2.36 0.37 0.18
 
2.40 0.40 0.20
 
2.44 0.44 0.22
 
2.48 0.49 0.24
 
2.51 0.54 0.26
 
2.54 0.60 0.29
 
2.56 0.66 0.32
 
2.59 0.73 0.34
 
2.61 0.80 0.37
 
2.62 0.87 0.40
 
2.64 0.94 0.43
 
2.66 1.02 0.45
 
2.67 1.09 0.48
 
2.69 1.16 0.51
 
2.70 1.24 0.53
 
2.71 1.30 0.56
 
2.72 1.38 0.58
 
2.74 1.44 0.61
 
2.75 1.51 0.63
 
2.75 1.57 0.65
 
2.77 1.63 0.67
 
2.78 1.68 0.70
 
2.78 1.74 0.72
 
2.79 1.79 0.74
 
2.80 1.84 0.76
 
2.80 1.89 0.78
 
2.81 1.93 0.80
 
2.82 1.97 0.81
 
2.82 2.02 0.83
 
2.83 2.05 0.85
 
2.83 2.09 0.86
 
2.83 2.13 0.88
 
2.84 2.16 0.89
 
2.84 2.19 0.91
 
2.85 2.22 0.92
 
2.85 2.24 0.93
 
2.85 2.27 0.95
 
2.86 2.30 0.96
 
2.86 2.33 0.97
 
2.86 2.35 0.98
 
2.87 2.37 0.99
 
2.87 2.39 1.00
 
2.87 2.41 1.01
 
2.87 2.43 1.02
 
2.88 2.45 1.03
 
2.88 2.47 1.04
 
2.88 2.49 1.05
 
2.88 2.50 1.06
 
2.88 2.52 1.06
 
2.89 2.54 1.07
 
2.89 2.55 1.08
 
2.89 2.56 1.08
 
2.89 2.58 1.09
 
2.89 2.59 1.09
 
2.89 2.60 1.09
 
2.89 2.61 1.10
 
2.89 2.62 1.10
 
2.89 2.63 1.11
 
2.89 2.64 1.12
 
2.89 2.65 1.12
 
2.89 2.66 1.12
 
2.89 2.67 1.13
 
2.89 2.68 1.13
 
2.90 2.69 1.13
 
2.89 2.70 1.14
 
2.89 2.71 1.14
 
2.89 2.71 1.14
 
2.89 2.72 1.14
 
2.89 2.73 1.15
 
2.89 2.73 1.15
 
2.89 2.74 1.15
 
2.89 2.75 1.15
 
2.89 2.76 1.15
 
2.89 2.76 1.16
 
2.89 2.77 1.16
 
2.89 2.77 1.16
 
2.89 2.78 1.16
 
2.89 2.79 1.16
 
2.89 2.79 1.16
 
2.89 2.80 1.16
 
2.89 2.80 1.16
 
2.89 2.81 1.16
 
2.88 2.81 1.16
 
2.88 2.81 1.16
 
2.88 2.82 1.16
 
2.88 2.82 1.16
 
2.88 2.83 1.16
 
2.88 2.83 1.16
 
2.88 2.83 1.15
 
2.88 2.83 1.15
 
2.88 2.84 1.15
 
2.88 2.84 1.15
 
2.88 2.84 1.15
 
2.88 2.85 1.15
 
2.87 2.85 1.15
 
2.87 2.85 1.15
 
2.87 2.86 1.14
 
2.87 2.86 1.14
 
2.87 2.86 1.14
 
2.87 2.86 1.14
 
2.87 2.86 1.14
 
2.87 2.86 1.13
 
2.86 2.87 1.13
 
2.86 2.87 1.13
 
2.86 2.87 1.13
 
2.86 2.88 1.13
 
2.86 2.88 1.12
 
2.86 2.88 1.12
 
2.85 2.88 1.12
 
2.85 2.88 1.12
 
2.85 2.88 1.11
 
2.85 2.88 1.11
 
2.85 2.88 1.11
 
2.85 2.88 1.11
 
2.84 2.89 1.10
 
2.84 2.89 1.10
 
2.84 2.89 1.10
 
2.84 2.89 1.09
 
2.83 2.89 1.09
 
2.83 2.89 1.09
 
2.83 2.89 1.09
 
2.83 2.89 1.08
 
2.83 2.89 1.08
 
2.83 2.89 1.08
 
2.83 2.89 1.08
 
2.83 2.90 1.07
 
2.83 2.90 1.07
 
2.83 2.90 1.06
 
2.83 2.90 1.06
 
2.82 2.90 1.06
 
2.82 2.90 1.06
 
2.82 2.90 1.06
 
2.82 2.90 1.05
 
2.82 2.90 1.05
 
2.82 2.90 1.04
 
2.82 2.90 1.04
 
2.81 2.90 1.04
 
2.81 2.90 1.03
 
2.81 2.90 1.03
 
2.81 2.90 1.03
 
2.80 2.90 1.02
 
2.80 2.90 1.02
 
2.80 2.90 1.01
 
2.79 2.90 1.01
 
2.79 2.90 1.00
 
2.79 2.90 1.00
 
2.79 2.90 1.00
 
2.78 2.90 0.99
 
2.78 2.90 0.99
 
2.78 2.90 0.98
 
2.78 2.90 0.98
 
2.77 2.90 0.97
 
2.77 2.90 0.97
 
2.77 2.90 0.97
 
2.77 2.90 0.96
 
2.77 2.90 0.96
 
2.76 2.90 0.96
 
2.76 2.90 0.95
 
2.76 2.90 0.95
 
2.76 2.90 0.94
 
2.75 2.89 0.94
 
2.75 2.90 0.94
 
2.75 2.90 0.93
 
2.75 2.90 0.93
 
2.74 2.90 0.93
 
2.74 2.89 0.92
 
2.74 2.90 0.92
 
2.74 2.89 0.92
 
2.73 2.89 0.91
 
2.73 2.89 0.91
 
2.73 2.89 0.90
 
2.73 2.89 0.90
 
2.73 2.89 0.90
 
2.73 2.89 0.89
 
2.72 2.89 0.89
 
2.72 2.89 0.88
 
2.72 2.88 0.88
 
2.72 2.88 0.87
 
2.71 2.88 0.87
 
2.71 2.88 0.87
 
2.71 2.88 0.87
 
2.71 2.88 0.86
 
2.71 2.87 0.86
 
2.70 2.87 0.86
 
2.70 2.87 0.85
 
2.70 2.87 0.85
 
2.70 2.87 0.85
 
2.69 2.87 0.84
 
2.69 2.87 0.84
 
2.69 2.87 0.83
 
2.69 2.86 0.83
 
2.69 2.86 0.83
 
2.68 2.86 0.82
 
2.68 2.86 0.82
 
2.68 2.86 0.82
 
2.68 2.86 0.81
 
2.67 2.86 0.81
 
2.67 2.85 0.81
 
2.67 2.85 0.80
 
2.67 2.85 0.80
 
2.67 2.85 0.79
 
2.67 2.85 0.79
 
2.66 2.85 0.79
 
2.66 2.84 0.78
 
2.66 2.84 0.78
 
2.66 2.84 0.78
 
2.66 2.84 0.77
 
2.65 2.84 0.77
 
2.65 2.84 0.77
 
2.65 2.83 0.76
 
2.65 2.83 0.76
 
2.65 2.83 0.76
 
2.64 2.83 0.75
 
2.64 2.83 0.75
 
2.64 2.83 0.75
 
2.64 2.83 0.74
 
2.63 2.83 0.74
 
2.63 2.83 0.74
 
2.63 2.82 0.73
 
2.63 2.82 0.73
 
2.63 2.82 0.73
 
2.62 2.82 0.72
 
2.62 2.82 0.72
 
2.62 2.81 0.72
 
2.62 2.81 0.71
 
2.62 2.81 0.71
 
2.61 2.81 0.71
 
2.61 2.81 0.70
 
2.61 2.80 0.70
 
2.61 2.80 0.70
 
2.61 2.80 0.69
 
2.61 2.80 0.69
 
2.61 2.80 0.69
 
2.61 2.79 0.69
 
2.60 2.79 0.68
 
2.60 2.79 0.68
 
2.60 2.79 0.68
 
2.59 2.79 0.67
 
2.59 2.78 0.67
 
2.59 2.78 0.67
 
2.59 2.78 0.66
 
2.59 2.78 0.66
 
2.59 2.78 0.66
 
2.58 2.77 0.66
 
2.58 2.77 0.65
 
2.58 2.77 0.65
 
2.58 2.77 0.65
 
2.58 2.77 0.65
 
2.58 2.77 0.64
 
2.57 2.76 0.64
 
2.57 2.76 0.64
 
2.57 2.76 0.64
 
2.56 2.76 0.63
 
2.56 2.75 0.63
 
2.56 2.75 0.63
 
2.56 2.75 0.63
 
2.56 2.75 0.62
 
2.56 2.74 0.62
 
2.56 2.74 0.62
 
2.55 2.74 0.61
 
2.55 2.74 0.61
 
2.55 2.74 0.61
 
2.55 2.73 0.60
 
2.54 2.73 0.61
 
2.54 2.73 0.60
 
2.54 2.73 0.60
 
2.54 2.73 0.60
 
2.54 2.72 0.59
 
2.53 2.72 0.59
 
2.53 2.72 0.59
 
2.53 2.72 0.59
 
2.53 2.72 0.58
 
2.52 2.71 0.58
 
2.52 2.71 0.58
 
2.52 2.71 0.58
 
2.52 2.71 0.57
 
2.52 2.70 0.57
 
2.51 2.70 0.57
 
2.51 2.70 0.56
 
2.51 2.70 0.57
 
2.51 2.70 0.56
 
2.51 2.69 0.56
 
2.50 2.69 0.55
 
2.50 2.69 0.55
 
2.50 2.69 0.55
 
2.50 2.68 0.55
 
2.49 2.68 0.55
 
2.49 2.68 0.55
 
2.49 2.68 0.54
 
2.49 2.68 0.54
 
2.49 2.67 0.54
 
2.49 2.67 0.54
 
2.48 2.67 0.53
 
2.48 2.67 0.53
 
2.48 2.66 0.53
 
2.48 2.66 0.53
 
2.47 2.66 0.52
 
2.47 2.66 0.52
 
2.47 2.65 0.52
 
2.47 2.65 0.52
 
2.47 2.65 0.52
 
2.46 2.65 0.51
 
2.46 2.65 0.51
 
2.46 2.64 0.51
 
2.46 2.64 0.50
 
2.46 2.64 0.51
 
2.45 2.64 0.50
 
2.45 2.63 0.50
 
2.45 2.63 0.50
 
2.45 2.63 0.50
 
2.45 2.63 0.49
 
2.44 2.62 0.49
 
2.44 2.62 0.49
 
2.44 2.62 0.49
 
2.44 2.62 0.49
 
2.44 2.62 0.49
 
2.43 2.61 0.48
 
2.43 2.61 0.48
 
2.43 2.61 0.48
 
2.43 2.61 0.48
 
2.43 2.61 0.47
 
2.42 2.61 0.47
 
2.42 2.60 0.47
 
2.42 2.60 0.47
 
2.42 2.60 0.47
 
2.41 2.60 0.46
 
2.41 2.60 0.46
 
2.41 2.59 0.46
 
2.41 2.59 0.46
 
2.41 2.59 0.46
 
2.40 2.59 0.45
 
2.40 2.58 0.45
 
2.40 2.58 0.45
 
2.40 2.58 0.45
 
2.40 2.58 0.45
 
2.39 2.57 0.45
 
2.39 2.57 0.44
 
2.39 2.57 0.44
 
2.39 2.56 0.44
 
2.39 2.56 0.44
 
2.39 2.56 0.44
 
2.39 2.56 0.44
 
2.39 2.56 0.43
 
2.38 2.55 0.43
 
2.38 2.55 0.43
 
2.38 2.55 0.43
 
2.38 2.55 0.43
 
2.38 2.54 0.43
 
2.37 2.54 0.43
 
2.37 2.54 0.43
 
2.37 2.54 0.42
 
2.37 2.53 0.43
 
2.36 2.53 0.42
 
2.36 2.53 0.42
 
2.36 2.53 0.42
 
2.36 2.52 0.42
 
2.36 2.52 0.41
 
2.35 2.52 0.41
 
2.35 2.52 0.41
 
2.35 2.51 0.41
 
2.35 2.51 0.41
 
2.34 2.51 0.41
 
2.34 2.51 0.41
 
2.34 2.50 0.40
 
2.34 2.50 0.40
 
2.34 2.50 0.40
 
2.34 2.50 0.40
 
2.33 2.50 0.40
 
2.33 2.49 0.40
 
2.33 2.49 0.40
 
2.33 2.49 0.39
 
2.32 2.48 0.39
 
2.32 2.48 0.39
 
2.32 2.48 0.39
 
2.32 2.48 0.39
 
2.32 2.47 0.39
 
2.31 2.47 0.38
 
2.31 2.47 0.38
 
2.31 2.47 0.38
 
2.31 2.46 0.38
 
2.31 2.46 0.38
 
2.30 2.46 0.38
 
2.30 2.46 0.38
 
2.30 2.46 0.38
 
2.30 2.45 0.37
 
2.30 2.45 0.37
 
2.30 2.45 0.37
 
2.29 2.45 0.37
 
2.29 2.44 0.37
 
2.29 2.44 0.36
 
2.29 2.44 0.36
 
2.29 2.43 0.36
 
2.28 2.43 0.36
 
2.28 2.43 0.36
 
2.28 2.43 0.36
 
2.28 2.43 0.36
 
2.27 2.42 0.36
 
2.27 2.42 0.36
 
2.27 2.42 0.35
 
2.27 2.41 0.35
 
2.27 2.41 0.35
 
2.26 2.41 0.35
 
2.26 2.41 0.35
 
2.26 2.41 0.35
 
2.26 2.40 0.35
 
2.26 2.40 0.34
 
2.25 2.40 0.34
 
2.25 2.40 0.34
 
2.25 2.39 0.34
 
2.25 2.39 0.34
 
2.25 2.39 0.34
 
2.24 2.39 0.34
 
2.24 2.39 0.34
 
2.24 2.39 0.34
 
2.24 2.38 0.33
 
2.24 2.38 0.33
 
2.23 2.38 0.33
 
2.23 2.38 0.33
 
2.23 2.37 0.33
 
2.23 2.37 0.33
 
2.23 2.37 0.33
 
2.23 2.37 0.33
 
2.22 2.37 0.33
 
2.22 2.36 0.32
 
2.22 2.36 0.32
 
2.22 2.36 0.32
 
2.21 2.36 0.32
 
2.21 2.35 0.32
 
2.21 2.35 0.32
 
2.21 2.35 0.32
 
2.21 2.35 0.32
 
2.20 2.34 0.31
 
2.20 2.34 0.31
 
2.20 2.34 0.31
 
2.20 2.34 0.31
 
2.20 2.33 0.31
 
2.19 2.33 0.31
 
2.19 2.33 0.31
 
2.19 2.32 0.31
 
2.19 2.32 0.30
 
2.19 2.32 0.30
 
2.18 2.32 0.30
 
2.18 2.31 0.30
 
2.18 2.31 0.30
 
2.18 2.31 0.30
 
2.18 2.31 0.30
 
2.18 2.31 0.30
 
2.18 2.30 0.30
 
2.17 2.30 0.30
 
2.17 2.30 0.30
 
2.17 2.30 0.30
 
2.17 2.29 0.29
 
2.17 2.29 0.29
 
2.16 2.29 0.29
 
2.17 2.29 0.29
 
2.16 2.29 0.29
 
2.16 2.28 0.29
 
2.16 2.28 0.29
 
2.16 2.28 0.29
 
2.16 2.27 0.29
 
2.15 2.27 0.28
 
2.16 2.27 0.28
 
2.15 2.27 0.28
 
2.15 2.27 0.28
 
2.15 2.26 0.28
 
2.15 2.26 0.28
 
2.14 2.26 0.28
 
2.14 2.26 0.28
 
2.14 2.26 0.28
 
2.14 2.25 0.28
 
2.14 2.25 0.28
 
2.14 2.25 0.27
 
2.13 2.25 0.27
 
2.13 2.24 0.27
 
2.13 2.24 0.27
 
2.13 2.23 0.27
 
2.13 2.24 0.27
 
2.12 2.23 0.27
 
2.12 2.23 0.27
 
2.12 2.23 0.27
 
2.12 2.23 0.27
 
2.12 2.22 0.26
 
2.11 2.22 0.27
 
2.11 2.22 0.26
 
2.11 2.22 0.26
 
2.11 2.21 0.26
 
2.11 2.21 0.26
 
2.11 2.21 0.26
 
2.10 2.21 0.26
 
2.10 2.20 0.26
 
2.10 2.20 0.26
 
2.10 2.20 0.26
 
2.09 2.20 0.26
 
2.09 2.19 0.26
 
2.09 2.19 0.25
 
2.09 2.19 0.26
 
2.09 2.19 0.25
 
2.09 2.18 0.25
 
2.08 2.18 0.25
 
2.08 2.18 0.25
 
2.08 2.18 0.25
 
2.08 2.18 0.25
 
2.08 2.17 0.25
 
2.08 2.17 0.25
 
2.07 2.17 0.25
 
2.07 2.17 0.25
 
2.07 2.17 0.24
 
2.07 2.16 0.24
 
2.06 2.16 0.24
 
2.06 2.16 0.24
 
2.06 2.16 0.24
 
2.06 2.16 0.24
 
2.06 2.15 0.24
 
2.06 2.15 0.24
 
2.05 2.15 0.24
 
2.05 2.15 0.24
 
2.05 2.14 0.24
 
2.05 2.14 0.24
 
2.05 2.14 0.24
 
2.04 2.14 0.24
 
2.04 2.13 0.23
 
2.04 2.13 0.23
 
2.04 2.13 0.23
 
2.04 2.13 0.23
 
2.04 2.12 0.23
 
2.03 2.12 0.23
 
2.03 2.12 0.23
 
2.03 2.12 0.23
 
2.03 2.12 0.23
 
2.03 2.12 0.23
 
2.03 2.12 0.23
 
2.03 2.12 0.23
 
2.02 2.11 0.23
 
2.02 2.11 0.22
 
2.02 2.11 0.22
 
2.02 2.10 0.22
 
2.02 2.10 0.22
 
2.01 2.10 0.22
 
2.01 2.10 0.22
 
2.01 2.10 0.22
 
2.01 2.09 0.22
 
2.01 2.09 0.22
 
2.01 2.09 0.22
 
2.01 2.09 0.22
 
2.00 2.08 0.22
 
2.00 2.08 0.22
 
2.00 2.08 0.22
 
2.00 2.08 0.22
 
2.00 2.08 0.22
 
2.00 2.07 0.22
 
1.99 2.07 0.22
 
1.99 2.07 0.22
 
1.99 2.07 0.22
 
1.99 2.07 0.21
 
1.99 2.06 0.22
 
1.98 2.06 0.21
 
1.98 2.06 0.21
 
1.98 2.06 0.21
 
1.98 2.05 0.21
 
1.98 2.05 0.21
 
1.98 2.05 0.21
 
1.97 2.04 0.21
 
1.97 2.04 0.21
 
1.97 2.04 0.21
 
1.97 2.04 0.21
 
1.97 2.04 0.21
 
1.97 2.03 0.21
 
1.96 2.03 0.21
 
1.96 2.03 0.21
 
1.96 2.03 0.21
 
1.96 2.03 0.21
 
1.96 2.02 0.21
 
1.96 2.02 0.20
 
1.96 2.02 0.21
 
1.96 2.02 0.20
 
1.96 2.01 0.20
 
1.95 2.01 0.20
 
1.95 2.01 0.20
 
1.95 2.01 0.20
 
1.95 2.01 0.20
 
1.95 2.00 0.20
 
1.94 2.00 0.20
 
1.94 2.00 0.20
 
1.94 2.00 0.20
 
1.94 2.00 0.20
 
1.94 1.99 0.20
 
1.94 1.99 0.20
 
1.93 1.99 0.20
 
1.93 1.99 0.19
 
1.93 1.98 0.19
 
1.93 1.98 0.19
 
1.93 1.98 0.19
 
1.93 1.98 0.19
 
1.93 1.98 0.20
 
1.92 1.97 0.19
 
1.92 1.97 0.19
 
1.92 1.97 0.19
 
1.92 1.96 0.19
 
1.92 1.96 0.19
 
1.92 1.96 0.19
 
1.91 1.96 0.19
 
1.91 1.96 0.19
 
1.91 1.96 0.19
 
1.91 1.96 0.19
 
1.91 1.96 0.19
 
1.91 1.95 0.19
 
1.90 1.95 0.19
 
1.90 1.95 0.19
 
1.90 1.95 0.19
 
1.90 1.94 0.19
 
1.90 1.94 0.18
 
1.89 1.94 0.18
 
1.90 1.94 0.18
 
1.89 1.94 0.18
 
1.89 1.94 0.18
 
1.89 1.93 0.18
 
1.89 1.93 0.18
 
1.89 1.93 0.18
 
1.88 1.93 0.18
 
1.88 1.92 0.18
 
1.88 1.92 0.18
 
1.88 1.92 0.18
 
1.88 1.92 0.18
 
1.88 1.92 0.18
 
1.88 1.92 0.18
 
1.88 1.91 0.18
 
1.87 1.91 0.17
 
1.87 1.91 0.18
 
1.87 1.91 0.17
 
1.87 1.91 0.18
 
1.87 1.91 0.18
 
1.87 1.90 0.17
 
1.87 1.90 0.17
 
1.86 1.90 0.17
 
1.86 1.90 0.17
 
1.86 1.90 0.17
 
1.86 1.89 0.17
 
1.86 1.89 0.17
 
1.86 1.89 0.17
 
1.86 1.89 0.17
 
1.85 1.89 0.17
 
1.85 1.88 0.17
 
1.85 1.88 0.17
 
1.85 1.88 0.17
 
1.85 1.88 0.17
 
1.85 1.87 0.17
 
1.85 1.87 0.17
 
1.84 1.87 0.17
 
1.84 1.87 0.17
 
1.84 1.87 0.16
 
1.84 1.87 0.17
 
1.84 1.86 0.17
 
1.84 1.86 0.16
 
1.84 1.86 0.16
 
1.84 1.86 0.16
 
1.83 1.86 0.16
 
1.83 1.86 0.16
 
1.83 1.85 0.16
 
1.83 1.85 0.16
 
1.83 1.85 0.16
 
1.83 1.85 0.16
 
1.82 1.85 0.16
 
1.82 1.84 0.16
 
1.82 1.84 0.16
 
1.82 1.84 0.16
 
1.82 1.84 0.16
 
1.82 1.84 0.16
 
1.82 1.83 0.16
 
1.81 1.83 0.16
 
1.81 1.83 0.16
 
1.81 1.83 0.16
 
1.81 1.83 0.16
 
1.81 1.83 0.16
 
1.81 1.82 0.16
 
1.81 1.82 0.16
 
1.80 1.82 0.15
 
1.80 1.82 0.16
 
1.80 1.82 0.15
 
1.80 1.81 0.16
 
1.80 1.81 0.16
 
1.80 1.81 0.15
 
1.80 1.81 0.15
 
1.80 1.80 0.15
 
1.80 1.80 0.15
 
1.79 1.80 0.16
 
1.79 1.80 0.15
 
1.79 1.80 0.15
 
1.79 1.80 0.15
 
1.79 1.80 0.15
 
1.79 1.79 0.15
 
1.79 1.79 0.15
 
1.79 1.79 0.15
 
1.78 1.79 0.15
 
1.78 1.79 0.15
 
1.78 1.78 0.15
 
1.78 1.78 0.15
 
1.78 1.78 0.15
 
1.78 1.78 0.15
 
1.78 1.78 0.15
 
1.77 1.78 0.15
 
1.77 1.77 0.15
 
1.77 1.77 0.14
 
